Date,Inventory_Level
1/1/2020,646134
1/2/2020,657187
1/3/2020,649443
1/4/2020,642610
1/5/2020,661152
1/6/2020,685585
1/7/2020,672339
1/8/2020,658836
1/9/2020,650997
1/10/2020,640089
1/11/2020,631473
1/12/2020,644903
1/13/2020,664431
1/14/2020,696472
1/15/2020,726490
1/16/2020,741758
1/17/2020,743504
1/18/2020,736569
1/19/2020,781366
1/20/2020,798904
1/21/2020,788624
1/22/2020,789268
1/23/2020,777851
1/24/2020,796363
1/25/2020,791939
1/26/2020,792260
1/27/2020,757595
1/28/2020,750210
1/29/2020,738200
1/30/2020,737336
1/31/2020,759234
2/1/2020,756370
2/2/2020,732577
2/3/2020,735067
2/4/2020,755131
2/5/2020,760867
2/6/2020,760339
2/7/2020,759120
2/8/2020,767581
2/9/2020,763365
2/10/2020,743455
2/11/2020,737599
2/12/2020,721725
2/13/2020,735938
2/14/2020,726832
2/15/2020,708320
2/16/2020,707525
2/17/2020,685247
2/18/2020,695944
2/19/2020,691613
2/20/2020,671075
2/21/2020,651760
2/22/2020,650646
2/23/2020,635235
2/24/2020,648139
2/25/2020,642493
2/26/2020,628874
2/27/2020,633865
2/28/2020,650255
2/29/2020,672429
3/1/2020,644734
3/2/2020,635075
3/3/2020,646282
3/4/2020,662453
3/5/2020,653943
3/6/2020,664479
3/7/2020,679112
3/8/2020,660664
3/9/2020,648792
3/10/2020,682492
3/11/2020,698333
3/12/2020,684415
3/13/2020,688998
3/14/2020,686134
3/15/2020,669991
3/16/2020,657904
3/17/2020,670404
3/18/2020,667659
3/19/2020,639432
3/20/2020,658331
3/21/2020,641442
3/22/2020,647861
3/23/2020,648817
3/24/2020,654391
3/25/2020,672395
3/26/2020,668653
3/27/2020,650665
3/28/2020,639882
3/29/2020,628323
3/30/2020,640763
3/31/2020,608517
4/1/2020,602093
4/2/2020,612654
4/3/2020,620969
4/4/2020,610434
4/5/2020,626812
4/6/2020,613864
4/7/2020,604230
4/8/2020,608573
4/9/2020,632238
4/10/2020,621321
4/11/2020,628468
4/12/2020,633146
4/13/2020,614513
4/14/2020,639562
4/15/2020,624088
4/16/2020,616276
4/17/2020,612836
4/18/2020,615374
4/19/2020,613086
4/20/2020,613787
4/21/2020,621969
4/22/2020,621030
4/23/2020,619342
4/24/2020,615220
4/25/2020,633709
4/26/2020,660409
4/27/2020,666194
4/28/2020,659199
4/29/2020,644158
4/30/2020,690963
5/1/2020,696539
5/2/2020,688927
5/3/2020,684054
5/4/2020,672635
5/5/2020,669790
5/6/2020,649276
5/7/2020,648775
5/8/2020,648840
5/9/2020,646902
5/10/2020,651019
5/11/2020,664246
5/12/2020,675882
5/13/2020,673408
5/14/2020,663621
5/15/2020,643384
5/16/2020,638775
5/17/2020,641422
5/18/2020,646710
5/19/2020,621546
5/20/2020,602870
5/21/2020,597542
5/22/2020,594871
5/23/2020,583997
5/24/2020,564221
5/25/2020,568765
5/26/2020,572894
5/27/2020,575169
5/28/2020,563316
5/29/2020,558505
5/30/2020,563923
5/31/2020,563183
6/1/2020,555163
6/2/2020,547519
6/3/2020,564763
6/4/2020,566688
6/5/2020,555212
6/6/2020,562117
6/7/2020,573324
6/8/2020,576627
6/9/2020,561705
6/10/2020,561625
6/11/2020,557295
6/12/2020,548684
6/13/2020,567539
6/14/2020,576976
6/15/2020,559404
6/16/2020,530953
6/17/2020,511612
6/18/2020,512295
6/19/2020,506899
6/20/2020,494320
6/21/2020,488667
6/22/2020,503827
6/23/2020,500815
6/24/2020,513005
6/25/2020,494123
6/26/2020,485281
6/27/2020,478577
6/28/2020,483802
6/29/2020,484873
6/30/2020,474907
7/1/2020,472134
7/2/2020,477471
7/3/2020,474643
7/4/2020,476516
7/5/2020,473184
7/6/2020,473283
7/7/2020,487559
7/8/2020,478738
7/9/2020,505893
7/10/2020,515999
7/11/2020,507774
7/12/2020,509388
7/13/2020,527615
7/14/2020,515198
7/15/2020,515234
7/16/2020,538002
7/17/2020,539888
7/18/2020,540259
7/19/2020,550818
7/20/2020,541187
7/21/2020,553539
7/22/2020,538786
7/23/2020,542409
7/24/2020,553385
7/25/2020,543316
7/26/2020,538218
7/27/2020,506306
7/28/2020,496355
7/29/2020,500386
7/30/2020,509089
7/31/2020,488056
8/1/2020,514658
8/2/2020,552662
8/3/2020,550962
8/4/2020,577704
8/5/2020,610624
8/6/2020,605811
8/7/2020,612213
8/8/2020,583236
8/9/2020,569120
8/10/2020,537635
8/11/2020,551050
8/12/2020,566718
8/13/2020,625693
8/14/2020,657004
8/15/2020,661570
8/16/2020,672992
8/17/2020,654808
8/18/2020,667568
8/19/2020,683320
8/20/2020,657922
8/21/2020,660005
8/22/2020,671334
8/23/2020,680492
8/24/2020,673421
8/25/2020,661509
8/26/2020,665989
8/27/2020,681986
8/28/2020,676860
8/29/2020,670374
8/30/2020,681896
8/31/2020,674783
9/1/2020,683437
9/2/2020,664764
9/3/2020,681167
9/4/2020,688453
9/5/2020,674611
9/6/2020,688741
9/7/2020,671881
9/8/2020,663056
9/9/2020,676959
9/10/2020,698385
9/11/2020,675687
9/12/2020,691354
9/13/2020,720005
9/14/2020,738479
9/15/2020,726559
9/16/2020,719975
9/17/2020,731134
9/18/2020,720536
9/19/2020,727447
9/20/2020,735983
9/21/2020,741521
9/22/2020,745429
9/23/2020,721171
9/24/2020,752421
9/25/2020,736245
9/26/2020,727500
9/27/2020,740809
9/28/2020,732116
9/29/2020,701421
9/30/2020,702129
10/1/2020,691988
10/2/2020,673880
10/3/2020,647883
10/4/2020,645309
10/5/2020,668338
10/6/2020,663612
10/7/2020,643523
10/8/2020,633658
10/9/2020,612271
10/10/2020,623066
10/11/2020,619989
10/12/2020,626154
10/13/2020,604450
10/14/2020,608257
10/15/2020,623080
10/16/2020,612638
10/17/2020,611928
10/18/2020,621877
10/19/2020,612480
10/20/2020,614679
10/21/2020,602581
10/22/2020,606270
10/23/2020,578757
10/24/2020,574631
10/25/2020,570707
10/26/2020,575966
10/27/2020,579028
10/28/2020,570233
10/29/2020,595960
10/30/2020,625810
10/31/2020,641963
11/1/2020,640581
11/2/2020,639419
11/3/2020,655808
11/4/2020,632500
11/5/2020,631875
11/6/2020,622133
11/7/2020,616307
11/8/2020,643192
11/9/2020,660923
11/10/2020,656448
11/11/2020,662357
11/12/2020,651204
11/13/2020,627641
11/14/2020,616800
11/15/2020,654006
11/16/2020,661897
11/17/2020,665409
11/18/2020,686240
11/19/2020,708819
11/20/2020,733205
11/21/2020,741435
11/22/2020,756805
11/23/2020,750863
11/24/2020,754510
11/25/2020,757617
11/26/2020,763776
11/27/2020,762160
11/28/2020,770746
11/29/2020,751920
11/30/2020,760990
12/1/2020,757561
12/2/2020,760161
12/3/2020,782565
12/4/2020,782484
12/5/2020,771279
12/6/2020,789904
12/7/2020,812829
12/8/2020,797468
12/9/2020,765862
12/10/2020,752554
12/11/2020,736693
12/12/2020,701992
12/13/2020,708128
12/14/2020,715418
12/15/2020,701081
12/16/2020,716137
12/17/2020,735684
12/18/2020,716872
12/19/2020,730130
12/20/2020,760549
12/21/2020,776137
12/22/2020,768203
12/23/2020,770223
12/24/2020,758926
12/25/2020,784446
12/26/2020,805919
12/27/2020,807194
12/28/2020,785584
12/29/2020,792325
12/30/2020,807633
12/31/2020,841716
1/1/2021,842973
1/2/2021,869205
1/3/2021,849315
1/4/2021,838910
1/5/2021,831056
1/6/2021,842055
1/7/2021,828747
1/8/2021,790118
1/9/2021,812088
1/10/2021,798837
1/11/2021,771826
1/12/2021,770418
1/13/2021,789213
1/14/2021,813935
1/15/2021,797046
1/16/2021,792317
1/17/2021,776134
1/18/2021,804649
1/19/2021,820404
1/20/2021,824812
1/21/2021,813559
1/22/2021,797281
1/23/2021,816431
1/24/2021,799763
1/25/2021,777537
1/26/2021,758083
1/27/2021,763792
1/28/2021,787202
1/29/2021,821954
1/30/2021,809846
1/31/2021,802316
2/1/2021,798387
2/2/2021,796245
2/3/2021,815030
2/4/2021,807158
2/5/2021,807356
2/6/2021,784601
2/7/2021,737276
2/8/2021,737316
2/9/2021,703389
2/10/2021,712091
2/11/2021,707578
2/12/2021,691643
2/13/2021,689078
2/14/2021,695735
2/15/2021,704858
2/16/2021,700066
2/17/2021,703391
2/18/2021,700844
2/19/2021,705466
2/20/2021,678820
2/21/2021,673173
2/22/2021,646761
2/23/2021,650067
2/24/2021,659953
2/25/2021,642534
2/26/2021,658951
2/27/2021,651630
2/28/2021,653173
3/1/2021,605785
3/2/2021,606761
3/3/2021,625425
3/4/2021,592980
3/5/2021,592431
3/6/2021,580993
3/7/2021,585563
3/8/2021,603765
3/9/2021,589552
3/10/2021,601279
3/11/2021,601723
3/12/2021,621690
3/13/2021,627364
3/14/2021,614712
3/15/2021,635057
3/16/2021,647393
3/17/2021,643619
3/18/2021,630714
3/19/2021,655301
3/20/2021,653654
3/21/2021,638909
3/22/2021,603544
3/23/2021,605798
3/24/2021,599233
3/25/2021,625002
3/26/2021,632337
3/27/2021,655575
3/28/2021,672947
3/29/2021,659439
3/30/2021,644785
3/31/2021,651408
4/1/2021,657682
4/2/2021,645318
4/3/2021,666735
4/4/2021,652932
4/5/2021,650630
4/6/2021,655071
4/7/2021,654929
4/8/2021,643735
4/9/2021,609665
4/10/2021,613664
4/11/2021,614609
4/12/2021,604057
4/13/2021,602518
4/14/2021,615830
4/15/2021,610108
4/16/2021,605722
4/17/2021,603195
4/18/2021,598787
4/19/2021,614956
4/20/2021,601461
4/21/2021,626624
4/22/2021,643229
4/23/2021,640928
4/24/2021,664142
4/25/2021,648117
4/26/2021,644201
4/27/2021,659722
4/28/2021,667066
4/29/2021,675233
4/30/2021,668317
5/1/2021,658924
5/2/2021,663981
5/3/2021,657275
5/4/2021,679318
5/5/2021,667971
5/6/2021,683967
5/7/2021,701937
5/8/2021,689311
5/9/2021,682157
5/10/2021,702257
5/11/2021,717673
5/12/2021,733133
5/13/2021,731065
5/14/2021,717928
5/15/2021,715566
5/16/2021,705045
5/17/2021,699527
5/18/2021,697017
5/19/2021,693293
5/20/2021,699502
5/21/2021,679706
5/22/2021,683197
5/23/2021,678535
5/24/2021,677175
5/25/2021,667200
5/26/2021,687881
5/27/2021,694349
5/28/2021,675200
5/29/2021,674282
5/30/2021,671610
5/31/2021,660426
6/1/2021,638832
6/2/2021,598305
6/3/2021,586735
6/4/2021,570089
6/5/2021,548515
6/6/2021,548353
6/7/2021,516227
6/8/2021,538858
6/9/2021,513431
6/10/2021,516301
6/11/2021,555081
6/12/2021,545750
6/13/2021,530993
6/14/2021,528806
6/15/2021,522839
6/16/2021,514687
6/17/2021,494863
6/18/2021,502861
6/19/2021,504710
6/20/2021,500369
6/21/2021,527448
6/22/2021,555984
6/23/2021,559303
6/24/2021,564215
6/25/2021,568210
6/26/2021,573371
6/27/2021,571101
6/28/2021,570446
6/29/2021,582601
6/30/2021,572270
7/1/2021,563638
7/2/2021,557202
7/3/2021,563088
7/4/2021,553611
7/5/2021,557023
7/6/2021,552809
7/7/2021,554500
7/8/2021,560406
7/9/2021,564586
7/10/2021,579389
7/11/2021,582461
7/12/2021,596682
7/13/2021,598707
7/14/2021,596707
7/15/2021,568919
7/16/2021,549646
7/17/2021,540363
7/18/2021,528224
7/19/2021,536550
7/20/2021,530588
7/21/2021,533973
7/22/2021,524125
7/23/2021,523702
7/24/2021,523061
7/25/2021,539475
7/26/2021,551222
7/27/2021,554256
7/28/2021,552186
7/29/2021,562736
7/30/2021,562196
7/31/2021,552163
8/1/2021,584712
8/2/2021,572669
8/3/2021,579302
8/4/2021,613854
8/5/2021,607895
8/6/2021,634069
8/7/2021,660543
8/8/2021,684298
8/9/2021,681658
8/10/2021,683969
8/11/2021,702875
8/12/2021,710119
8/13/2021,713995
8/14/2021,686335
8/15/2021,678167
8/16/2021,654487
8/17/2021,703858
8/18/2021,696317
8/19/2021,695274
8/20/2021,679833
8/21/2021,670480
8/22/2021,679365
8/23/2021,668252
8/24/2021,666975
8/25/2021,667519
8/26/2021,663907
8/27/2021,683517
8/28/2021,664272
8/29/2021,662769
8/30/2021,663248
8/31/2021,688138
9/1/2021,693478
9/2/2021,679182
9/3/2021,667024
9/4/2021,634997
9/5/2021,646414
9/6/2021,651533
9/7/2021,649476
9/8/2021,642942
9/9/2021,652021
9/10/2021,646125
9/11/2021,638671
9/12/2021,652539
9/13/2021,632627
9/14/2021,635758
9/15/2021,626511
9/16/2021,622849
9/17/2021,680191
9/18/2021,657634
9/19/2021,652002
9/20/2021,642792
9/21/2021,638914
9/22/2021,657163
9/23/2021,653057
9/24/2021,656589
9/25/2021,675509
9/26/2021,688610
9/27/2021,678939
9/28/2021,676168
9/29/2021,664145
9/30/2021,663105
10/1/2021,657916
10/2/2021,644959
10/3/2021,635876
10/4/2021,634575
10/5/2021,629546
10/6/2021,589371
10/7/2021,592511
10/8/2021,591523
10/9/2021,577304
10/10/2021,614393
10/11/2021,598543
10/12/2021,601149
10/13/2021,606203
10/14/2021,617069
10/15/2021,634190
10/16/2021,644591
10/17/2021,649350
10/18/2021,613562
10/19/2021,621632
10/20/2021,639254
10/21/2021,633997
10/22/2021,662079
10/23/2021,686847
10/24/2021,717443
10/25/2021,700241
10/26/2021,700581
10/27/2021,712106
10/28/2021,720144
10/29/2021,725447
10/30/2021,727081
10/31/2021,738174
11/1/2021,759632
11/2/2021,748704
11/3/2021,772103
11/4/2021,765774
11/5/2021,770700
11/6/2021,752651
11/7/2021,764619
11/8/2021,758381
11/9/2021,749358
11/10/2021,756764
11/11/2021,762176
11/12/2021,732793
11/13/2021,720741
11/14/2021,719719
11/15/2021,705869
11/16/2021,689633
11/17/2021,661596
11/18/2021,651394
11/19/2021,677142
11/20/2021,690139
11/21/2021,697053
11/22/2021,698781
11/23/2021,702616
11/24/2021,713541
11/25/2021,716754
11/26/2021,721823
11/27/2021,738929
11/28/2021,715135
11/29/2021,706355
11/30/2021,681541
12/1/2021,702417
12/2/2021,722499
12/3/2021,731583
12/4/2021,730671
12/5/2021,737960
12/6/2021,728901
12/7/2021,740337
12/8/2021,743352
12/9/2021,737175
12/10/2021,742358
12/11/2021,730943
12/12/2021,730775
12/13/2021,738536
12/14/2021,763784
12/15/2021,749308
12/16/2021,761771
12/17/2021,779961
12/18/2021,746271
12/19/2021,730703
12/20/2021,740080
12/21/2021,745202
12/22/2021,747991
12/23/2021,751751
12/24/2021,769035
12/25/2021,783790
12/26/2021,776653
12/27/2021,800995
12/28/2021,816394
12/29/2021,828427
12/30/2021,825997
12/31/2021,821995
1/1/2022,831392
1/2/2022,860154
1/3/2022,842924
1/4/2022,846883
1/5/2022,869941
1/6/2022,896113
1/7/2022,902899
1/8/2022,896175
1/9/2022,905977
1/10/2022,898728
1/11/2022,905999
1/12/2022,851108
1/13/2022,859035
1/14/2022,843063
1/15/2022,812003
1/16/2022,823723
1/17/2022,837011
1/18/2022,842160
1/19/2022,836270
1/20/2022,857296
1/21/2022,846742
1/22/2022,848870
1/23/2022,876822
1/24/2022,903224
1/25/2022,906340
1/26/2022,910896
1/27/2022,883110
1/28/2022,872457
1/29/2022,888808
1/30/2022,922763
1/31/2022,927741
2/1/2022,913511
2/2/2022,928535
2/3/2022,936021
2/4/2022,912586
2/5/2022,923388
2/6/2022,900910
2/7/2022,898215
2/8/2022,884933
2/9/2022,834709
2/10/2022,812674
2/11/2022,788690
2/12/2022,802052
2/13/2022,770172
2/14/2022,781793
2/15/2022,766584
2/16/2022,757617
2/17/2022,728454
2/18/2022,744596
2/19/2022,717304
2/20/2022,724276
2/21/2022,736977
2/22/2022,731319
2/23/2022,728667
2/24/2022,727775
2/25/2022,746568
2/26/2022,738561
2/27/2022,744977
2/28/2022,724681
3/1/2022,728761
3/2/2022,718133
3/3/2022,710786
3/4/2022,699570
3/5/2022,706911
3/6/2022,700420
3/7/2022,701557
3/8/2022,666155
3/9/2022,677123
3/10/2022,690117
3/11/2022,684984
3/12/2022,689133
3/13/2022,674346
3/14/2022,678748
3/15/2022,689213
3/16/2022,693845
3/17/2022,696624
3/18/2022,696736
3/19/2022,686669
3/20/2022,685096
3/21/2022,668575
3/22/2022,648825
3/23/2022,642158
3/24/2022,675521
3/25/2022,656087
3/26/2022,651497
3/27/2022,632693
3/28/2022,632399
3/29/2022,639727
3/30/2022,647019
3/31/2022,634898
4/1/2022,640101
4/2/2022,657707
4/3/2022,655549
4/4/2022,663622
4/5/2022,686844
4/6/2022,689890
4/7/2022,705203
4/8/2022,699322
4/9/2022,709297
4/10/2022,726750
4/11/2022,729613
4/12/2022,725591
4/13/2022,732610
4/14/2022,743773
4/15/2022,781721
4/16/2022,782327
4/17/2022,814978
4/18/2022,798941
4/19/2022,803714
4/20/2022,785013
4/21/2022,779645
4/22/2022,787721
4/23/2022,800084
4/24/2022,782507
4/25/2022,788645
4/26/2022,758430
4/27/2022,723121
4/28/2022,733518
4/29/2022,719574
4/30/2022,745334
5/1/2022,744837
5/2/2022,729000
5/3/2022,695167
5/4/2022,703094
5/5/2022,687044
5/6/2022,699164
5/7/2022,683678
5/8/2022,687002
5/9/2022,701449
5/10/2022,704217
5/11/2022,699960
5/12/2022,692484
5/13/2022,712298
5/14/2022,735680
5/15/2022,715428
5/16/2022,707715
5/17/2022,703463
5/18/2022,688733
5/19/2022,682306
5/20/2022,703398
5/21/2022,725817
5/22/2022,715847
5/23/2022,721096
5/24/2022,725922
5/25/2022,696110
5/26/2022,682750
5/27/2022,691587
5/28/2022,702895
5/29/2022,701993
5/30/2022,684215
5/31/2022,696384
6/1/2022,696342
6/2/2022,716144
6/3/2022,737128
6/4/2022,729939
6/5/2022,706836
6/6/2022,705390
6/7/2022,720736
6/8/2022,698624
6/9/2022,710040
6/10/2022,684717
6/11/2022,691959
6/12/2022,689241
6/13/2022,688643
6/14/2022,660742
6/15/2022,647176
6/16/2022,644645
6/17/2022,663216
6/18/2022,668463
6/19/2022,673363
6/20/2022,671791
6/21/2022,666811
6/22/2022,667255
6/23/2022,633401
6/24/2022,650475
6/25/2022,656968
6/26/2022,669112
6/27/2022,652883
6/28/2022,658655
6/29/2022,665983
6/30/2022,663438
7/1/2022,661079
7/2/2022,656992
7/3/2022,639878
7/4/2022,637377
7/5/2022,647877
7/6/2022,663062
7/7/2022,635755
7/8/2022,618952
7/9/2022,648660
7/10/2022,650394
7/11/2022,660838
7/12/2022,655337
7/13/2022,675600
7/14/2022,692060
7/15/2022,694064
7/16/2022,704390
7/17/2022,697006
7/18/2022,725648
7/19/2022,726028
7/20/2022,733259
7/21/2022,732194
7/22/2022,732209
7/23/2022,717742
7/24/2022,706002
7/25/2022,718728
7/26/2022,722854
7/27/2022,738640
7/28/2022,732111
7/29/2022,734778
7/30/2022,740493
7/31/2022,727662
8/1/2022,713407
8/2/2022,713642
8/3/2022,721234
8/4/2022,711126
8/5/2022,726278
8/6/2022,732159
8/7/2022,720929
8/8/2022,719337
8/9/2022,750516
8/10/2022,741033
8/11/2022,752183
8/12/2022,784859
8/13/2022,779522
8/14/2022,763270
8/15/2022,760719
8/16/2022,764259
8/17/2022,757093
8/18/2022,788536
8/19/2022,796837
8/20/2022,781869
8/21/2022,761032
8/22/2022,781976
8/23/2022,777602
8/24/2022,789640
8/25/2022,788522
8/26/2022,796246
8/27/2022,799774
8/28/2022,818219
8/29/2022,836936
8/30/2022,808518
8/31/2022,822615
9/1/2022,814052
9/2/2022,801885
9/3/2022,814809
9/4/2022,833202
9/5/2022,813096
9/6/2022,811161
9/7/2022,804486
9/8/2022,801098
9/9/2022,774224
9/10/2022,754962
9/11/2022,767769
9/12/2022,746108
9/13/2022,742822
9/14/2022,732485
9/15/2022,743682
9/16/2022,744178
9/17/2022,723496
9/18/2022,735642
9/19/2022,741927
9/20/2022,734904
9/21/2022,728412
9/22/2022,743572
9/23/2022,761369
9/24/2022,767886
9/25/2022,766980
9/26/2022,766463
9/27/2022,755853
9/28/2022,726152
9/29/2022,732350
9/30/2022,731947
10/1/2022,723200
10/2/2022,710027
10/3/2022,705451
10/4/2022,695090
10/5/2022,698790
10/6/2022,670741
10/7/2022,683168
10/8/2022,698232
10/9/2022,717982
10/10/2022,681997
10/11/2022,692357
10/12/2022,691349
10/13/2022,679902
10/14/2022,685111
10/15/2022,692040
10/16/2022,695529
10/17/2022,684973
10/18/2022,691425
10/19/2022,689060
10/20/2022,711653
10/21/2022,749584
10/22/2022,778113
10/23/2022,771370
10/24/2022,754147
10/25/2022,732852
10/26/2022,730903
10/27/2022,724165
10/28/2022,743526
10/29/2022,751824
10/30/2022,764811
10/31/2022,737729
11/1/2022,749363
11/2/2022,752962
11/3/2022,769095
11/4/2022,767248
11/5/2022,786971
11/6/2022,785861
11/7/2022,799692
11/8/2022,802720
11/9/2022,805703
11/10/2022,815898
11/11/2022,787187
11/12/2022,773428
11/13/2022,791839
11/14/2022,798197
11/15/2022,793602
11/16/2022,792540
11/17/2022,784441
11/18/2022,757969
11/19/2022,743630
11/20/2022,725564
11/21/2022,765171
11/22/2022,762590
11/23/2022,769162
11/24/2022,767183
11/25/2022,776361
11/26/2022,777606
11/27/2022,781612
11/28/2022,795019
11/29/2022,790791
11/30/2022,782027
12/1/2022,790666
12/2/2022,803043
12/3/2022,817250
12/4/2022,839893
12/5/2022,835507
12/6/2022,835811
12/7/2022,855127
12/8/2022,850903
12/9/2022,887986
12/10/2022,914130
12/11/2022,920907
12/12/2022,906220
12/13/2022,912904
12/14/2022,925714
12/15/2022,929893
12/16/2022,929686
12/17/2022,938998
12/18/2022,935406
12/19/2022,927329
12/20/2022,936822
12/21/2022,929400
12/22/2022,956350
12/23/2022,945175
12/24/2022,936342
12/25/2022,930526
12/26/2022,971128
12/27/2022,970543
12/28/2022,947143
12/29/2022,925720
12/30/2022,929153
12/31/2022,940582
